357661,1919,920,3579,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
357697,1867,952,3578,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
357734,1864,953,3570,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
357771,1903,941,3587,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
357807,1887,954,3583,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
357844,1879,943,3574,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
357881,1898,900,3587,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
357918,1883,947,3581,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
357959,1885,950,3576,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358000,1938,938,3582,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358042,1898,929,3579,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358083,1885,932,3573,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358125,1882,927,3589,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358166,1899,922,3569,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358208,1902,948,3574,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358249,1895,948,3578,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358291,1885,949,3574,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358332,1878,928,3581,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358374,1887,957,3587,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358408,1901,924,3593,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358442,1907,951,3587,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358477,1886,933,3580,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358511,1885,951,3554,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358546,1882,898,3582,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358580,1874,965,3592,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358614,1880,967,3576,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358649,1935,908,3591,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358683,1889,933,3567,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358718,1875,960,3588,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358754,1876,938,3591,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358791,1870,966,3584,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358828,1865,962,3574,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358865,1904,951,3579,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358902,1916,915,3587,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358939,1893,933,3577,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
358976,1902,959,3604,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359013,1887,968,3589,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359050,1877,951,3571,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359087,1885,948,3605,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359124,1891,953,3605,106,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359163,1889,930,3606,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359202,1886,946,3580,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359241,1887,936,3586,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359281,1926,925,3585,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359320,1898,927,3575,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359359,1892,932,3595,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359399,1878,951,3583,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359438,1873,916,3577,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359477,1902,950,3586,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359517,1915,941,3597,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359555,1872,923,3583,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359594,1876,933,3575,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359633,1898,943,3579,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359671,1878,943,3598,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359710,1895,939,3580,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359749,1877,917,3589,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359787,1867,952,3580,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359826,1897,946,3583,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359865,1876,965,3608,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359904,1871,975,3582,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359945,1888,965,3569,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
359987,1910,922,3574,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360028,1900,913,3572,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360070,1878,976,3592,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360112,1867,948,3586,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360153,1878,941,3594,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360195,1916,965,3574,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360237,1892,930,3586,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360278,1882,934,3581,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360320,1871,966,3586,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360362,1884,950,3576,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360397,1899,946,3563,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360432,1904,914,3587,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360468,1907,965,3578,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360503,1902,946,3561,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360539,1890,899,3617,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360574,1889,953,3579,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360609,1862,986,3594,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360645,1921,933,3577,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360680,1917,909,3571,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360716,1866,928,3589,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360754,1891,952,3573,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360793,1874,949,3580,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360832,1903,936,3579,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360870,1921,949,3562,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360909,1893,907,3566,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360948,1890,918,3585,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
360987,1896,950,3583,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361025,1892,950,3577,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361064,1900,941,3559,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361103,1900,936,3600,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361142,1873,938,3577,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361178,1922,905,3584,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361215,1874,962,3588,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361252,1892,980,3559,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361288,1911,928,3597,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361325,1926,911,3580,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361362,1893,952,3593,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361398,1880,966,3582,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361435,1894,942,3558,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361472,1862,937,3589,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361509,1909,970,3578,105,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361553,1911,926,3599,103,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361597,1875,950,3585,103,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361641,1870,953,3587,103,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361685,1879,969,3589,103,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361729,1883,948,3572,103,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361773,1887,929,3603,103,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361817,1887,965,3556,103,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361861,1882,918,3600,103,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361905,1878,969,3576,103,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361950,1882,966,3587,103,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
361984,1906,914,3560,103,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362018,1893,921,3581,103,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362052,1876,936,3599,103,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362086,1877,947,3586,103,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362120,1889,929,3591,103,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362154,1885,944,3584,103,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362188,1895,955,3563,103,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362222,1888,945,3585,103,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362256,1918,955,3580,103,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362290,1893,929,3605,103,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362325,1855,974,3572,103,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362366,1888,971,3590,101,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362407,1877,927,3576,101,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362449,1888,935,3580,101,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362490,1898,932,3584,101,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362532,1871,961,3578,101,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362573,1869,952,3594,101,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362614,1911,955,3567,101,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362656,1908,926,3586,101,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362697,1885,913,3586,101,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362739,1869,968,3596,101,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362775,1897,958,3591,101,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362811,1884,939,3588,101,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362847,1881,953,3577,101,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362883,1878,944,3579,101,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362919,1890,927,3596,101,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362956,1895,927,3593,101,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
362992,1864,979,3585,101,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363028,1922,928,3560,101,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363064,1882,900,3586,101,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363100,1878,947,3581,101,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363137,1891,947,3585,101,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363176,1887,914,3601,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363216,1858,971,3588,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363256,1886,953,3576,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363295,1915,923,3567,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363335,1885,935,3591,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363375,1882,936,3598,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363414,1902,976,3576,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363454,1867,924,3576,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363494,1895,958,3589,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363534,1899,1029,3531,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363571,1865,901,3621,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363609,1906,810,3644,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363646,1922,917,3591,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363684,1893,924,3567,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363721,1870,977,3567,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363759,1867,935,3598,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363796,1868,846,3599,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363834,1888,923,3572,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363871,1903,869,3606,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363909,1866,924,3603,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363946,1869,972,3589,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
363983,1909,922,3579,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364020,1913,908,3556,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364057,1878,904,3594,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364094,1879,937,3580,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364131,1897,928,3592,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364168,1856,921,3607,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364205,1892,948,3588,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364242,1928,910,3601,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364279,1897,883,3591,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364316,1905,931,3584,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364354,1896,955,3587,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364393,1870,925,3581,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364432,1913,924,3600,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364471,1901,897,3599,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364510,1878,917,3571,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364548,1897,913,3606,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364587,1887,901,3584,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364626,1866,943,3579,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364665,1893,918,3605,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364704,1941,912,3580,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364742,1898,899,3571,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364780,1881,921,3595,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364818,1887,919,3590,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364857,1859,899,3606,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364895,1916,941,3577,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364933,1889,910,3584,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
364971,1897,892,3593,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365010,1919,932,3591,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365048,1886,911,3576,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365086,1878,937,3597,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365125,1903,942,3590,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365164,1881,923,3591,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365203,1862,917,3596,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365242,1863,910,3593,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365281,1881,893,3600,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365321,1896,957,3593,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365360,1885,914,3595,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365399,1894,909,3578,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365438,1889,897,3596,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365477,1889,902,3611,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365517,1897,907,3586,99,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365555,1877,927,3589,97,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365594,1861,914,3607,97,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365633,1902,925,3568,97,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365672,1895,921,3588,97,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365711,1872,912,3585,97,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365749,1852,939,3591,97,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365788,1892,924,3582,97,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365827,1904,913,3601,97,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365866,1903,912,3590,97,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365905,1868,928,3564,97,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365943,1878,950,3592,96,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
365981,1878,868,3612,96,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
366019,1892,926,3593,96,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
366057,1881,932,3569,96,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
366095,1912,921,3595,96,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
366133,1912,908,3563,96,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
366171,1901,925,3585,96,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
366209,1865,923,3590,96,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
366247,1895,910,3583,96,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
366285,1874,904,3574,96,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
366324,1904,903,3600,96,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
366362,1893,938,3572,96,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
366400,1865,940,3576,96,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
366438,1871,958,3583,96,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
366477,1875,927,3599,96,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
366515,1887,945,3595,96,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
366553,1915,940,3576,96,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
366592,1910,894,3601,96,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
366630,1861,971,3580,96,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
366668,1870,951,3601,96,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
366707,1898,958,3576,96,11478c77-014a-409a-b2c3-15b7ad114c07,,duduk,duduk_tasyahud_akhir,,
