117429,-1054,3859,-820,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
117471,-1051,3858,-860,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
117513,-1051,3890,-791,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
117555,-1014,3901,-809,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
117589,-1021,3899,-773,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
117623,-1033,3846,-768,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
117657,-1065,3896,-798,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
117692,-1047,3893,-807,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
117726,-1051,3900,-804,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
117760,-1062,3872,-833,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
117794,-1052,3840,-784,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
117829,-1059,3866,-853,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
117863,-1073,3940,-783,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
117897,-1043,3894,-853,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
117932,-1059,3872,-774,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
117972,-1037,3878,-832,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118012,-1051,3874,-788,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118053,-1050,3878,-843,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118093,-1047,3889,-820,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118134,-1063,3829,-799,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118174,-1035,3870,-813,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118214,-1021,3862,-814,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118255,-1036,3885,-796,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118295,-1043,3964,-823,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118336,-1006,3891,-803,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118374,-1053,3833,-772,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118412,-1027,3903,-849,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118451,-1058,3950,-770,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118489,-981,3871,-866,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118528,-1058,3833,-752,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118566,-1013,3835,-848,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118604,-1028,3811,-794,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118643,-1023,3856,-824,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118681,-1001,3891,-826,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118720,-1022,3853,-785,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118755,-1047,3908,-811,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118791,-1028,3877,-815,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118827,-1050,3868,-804,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118863,-1048,3875,-810,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118899,-1070,3829,-776,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118934,-1074,3888,-806,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
118970,-1061,3849,-839,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119006,-1066,3888,-752,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119042,-1052,3886,-855,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119078,-1045,3863,-738,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119114,-1054,3876,-814,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119155,-1067,3858,-804,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119197,-1020,3865,-799,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119238,-1053,3874,-818,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119280,-1045,3885,-816,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119322,-1026,3893,-790,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119363,-1031,3864,-810,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119405,-1036,3905,-822,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119446,-1016,3862,-811,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119488,-1020,3865,-819,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119530,-1016,3873,-807,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119567,-1026,3880,-826,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119604,-1033,3888,-803,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119641,-1049,3916,-839,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119679,-1026,3909,-809,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119716,-1033,3878,-821,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119753,-1025,3875,-844,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119790,-1010,3879,-833,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119828,-1028,3870,-849,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119865,-1010,3902,-830,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119902,-1037,3872,-832,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119940,-1008,3892,-849,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
119979,-998,3854,-807,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120018,-1034,3892,-813,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120057,-1049,3899,-813,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120096,-1043,3861,-814,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120136,-1035,3882,-794,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120175,-1054,3860,-816,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120214,-1032,3909,-800,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120253,-1012,3896,-831,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120292,-1005,3861,-775,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120332,-1055,3880,-820,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120368,-1053,3853,-792,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120405,-1027,3903,-838,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120441,-1057,3884,-810,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120478,-1046,3856,-801,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120515,-1051,3897,-799,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120551,-1036,3891,-794,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120588,-1022,3935,-810,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120625,-1054,3952,-771,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120661,-1065,3933,-798,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120698,-1049,3899,-799,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120735,-1019,3888,-838,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120775,-1062,3800,-763,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120816,-1040,3837,-864,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120856,-1028,3841,-772,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120897,-966,3835,-833,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120937,-972,3810,-752,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
120978,-1004,3932,-789,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121018,-1007,3966,-806,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121059,-1035,3884,-770,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121099,-1059,3898,-781,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121140,-1054,3843,-769,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121182,-1045,3870,-784,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121225,-1048,3875,-777,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121268,-1018,3898,-769,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121310,-1022,3899,-764,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121353,-1016,3863,-771,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121396,-1065,3909,-757,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121438,-1043,3911,-811,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121481,-1056,3843,-721,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121524,-1093,3917,-811,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121567,-1072,3877,-765,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121600,-1069,3897,-752,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121634,-1071,3901,-786,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121668,-1072,3881,-754,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121701,-1079,3863,-767,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121735,-1074,3882,-783,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121769,-1060,3871,-776,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121803,-1068,3896,-766,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121836,-1085,3879,-784,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121870,-1025,3859,-811,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121904,-1088,3872,-752,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121938,-1083,3895,-836,104,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
121978,-1085,3889,-746,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122018,-1069,3903,-785,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122058,-1062,3889,-782,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122098,-1099,3865,-773,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122139,-1081,3885,-833,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122179,-1057,3858,-760,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122219,-1096,3872,-794,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122259,-1073,3868,-792,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122299,-1061,3870,-767,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122340,-1071,3869,-788,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122379,-1090,3877,-809,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122419,-1071,3869,-798,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122458,-1081,3824,-757,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122498,-1092,3914,-822,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122537,-1031,3860,-778,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122577,-1057,3867,-805,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122616,-1075,3880,-820,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122656,-1051,3854,-819,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122695,-1078,3853,-823,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122735,-1062,3877,-848,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122771,-1084,3849,-791,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122807,-1069,3899,-828,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122844,-1064,3877,-795,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122880,-1057,3873,-809,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122917,-1049,3884,-804,103,52e38ec2-1c96-4b59-ad5b-2d719ea7d771,,berdiri,bersedekap,,
122953,-1082,3896,-792,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
122990,-1095,3844,-831,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123026,-1081,3845,-772,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123063,-1184,3782,-708,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123099,-1358,3986,-570,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123136,-1568,4149,-150,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123178,-1583,4338,-10,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123220,325,3359,325,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123262,-1421,3221,157,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123304,-656,4749,137,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123346,-2659,4568,422,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123388,-2343,3649,737,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123430,-3139,3800,1165,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123472,-3451,3323,1382,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123514,-3587,1914,1610,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123556,-3781,1349,1764,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123590,-3431,1243,1701,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123624,-3111,169,1547,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123658,-2068,-980,928,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123692,-1133,-1625,-19,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123726,-657,-3522,-998,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123761,-701,-3227,-1369,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123795,-426,-3366,-1053,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123829,-164,-2714,-849,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123863,25,-1957,-481,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123897,346,-1010,32,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123932,835,-636,237,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
123972,1893,1623,196,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124012,1579,3946,944,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124053,3316,6102,1946,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124093,4138,4293,1321,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124134,7181,5676,1251,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124174,9469,5544,922,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124214,11451,2341,780,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124255,7797,5092,168,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124295,3994,3903,717,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124336,3124,3101,-1098,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124374,3199,5632,-702,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124413,2663,848,-1242,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124452,2895,1720,-599,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124491,3069,190,-1341,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124530,3746,-1216,-963,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124569,3860,20,-1045,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124608,3717,-717,-893,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124647,4107,-559,-933,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124686,4233,-429,-430,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124725,4383,-552,-688,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124761,4142,-565,-982,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124798,3912,-484,-1540,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124835,4126,-866,-1452,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124872,3959,36,-1819,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124909,3703,-408,-2071,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124946,4021,-811,-1936,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
124983,3948,-968,-1787,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
125020,3685,-902,-1690,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
125057,3470,-35,-1758,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
125094,3691,-564,-2072,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
125131,3743,-993,-2087,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
125172,4080,-1126,-2349,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
125214,3507,154,-2490,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
125256,4088,-1186,-2168,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
125298,3969,-606,-2550,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
125340,3269,-604,-2870,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
125382,3202,-296,-2569,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
125424,3062,-418,-2249,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
125466,3083,-779,-2330,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
125508,3055,-589,-2472,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
125550,3489,-973,-2525,102,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
125587,3313,-792,-2535,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
125625,3307,-724,-2422,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
125662,2953,-386,-2363,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
125700,3278,-1020,-2541,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
125737,3138,-627,-2937,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
125775,3226,-622,-2917,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
125812,3107,-698,-2664,103,049f232f-6d41-49d8-bf60-ffe974745cfc,,transisi,transisi_bersedekap_ke_ruku,,
125850,3029,-604,-2516,103,28fabc06-aa96-480d-b343-82fe597beeb0,,ruku,ruku,,
125887,3023,-761,-2622,103,28fabc06-aa96-480d-b343-82fe597beeb0,,ruku,ruku,,
125925,3103,-844,-2663,103,28fabc06-aa96-480d-b343-82fe597beeb0,,ruku,ruku,,
125962,3108,-852,-2743,103,28fabc06-aa96-480d-b343-82fe597beeb0,,ruku,ruku,,
125999,3117,-917,-2826,103,28fabc06-aa96-480d-b343-82fe597beeb0,,ruku,ruku,,
126036,3085,-744,-2707,103,28fabc06-aa96-480d-b343-82fe597beeb0,,ruku,ruku,,
126073,3030,-696,-2719,103,28fabc06-aa96-480d-b343-82fe597beeb0,,ruku,ruku,,
126110,2977,-979,-2621,103,28fabc06-aa96-480d-b343-82fe597beeb0,,ruku,ruku,,
126147,2923,-411,-2754,103,28fabc06-aa96-480d-b343-82fe597beeb0,,ruku,ruku,,
126184,2954,-955,-2820,103,28fabc06-aa96-480d-b343-82fe597beeb0,,ruku,ruku,,
126221,3015,-1001,-2721,103,28fabc06-aa96-480d-b343-82fe597beeb0,,ruku,ruku,,
126258,3001,-760,-2689,103,28fabc06-aa96-480d-b343-82fe597beeb0,,ruku,ruku,,
126295,2938,-793,-2758,103,28fabc06-aa96-480d-b343-82fe597beeb0,,ruku,ruku,,
126332,2908,-788,-2736,103,28fabc06-aa96-480d-b343-82fe597beeb0,,ruku,ruku,,
126372,2898,-687,-2468,103,28fabc06-aa96-480d-b343-82fe597beeb0,,ruku,ruku,,
